X,Y,losS_mean,losS_var
812.8834124545181,2650.219546470814,0.02405669292733161,5.9156694575515095e-06
824.9316052256028,2671.0356305597093,0.02351892332632391,5.9070341773754644e-06
836.9797979966871,2691.8517146486065,0.02300476936885608,5.904290057556887e-06
849.0279907677711,2712.667798737501,0.022514955718727955,5.907593642215506e-06
861.0761835388556,2733.4838828263973,0.022050366333278844,5.916149811374202e-06
873.1243763099401,2754.2999669152937,0.021611368549731308,5.93008954182433e-06
885.1725690810241,2775.116051004189,0.02119823113439552,5.94922910878621e-06
897.2207618521087,2795.9321350930863,0.02081103951276203,5.973351479401694e-06
909.2689546231933,2816.7482191819813,0.02044979460154786,6.0029031051393576e-06
921.3171473942772,2837.564303270877,0.020114159393638288,6.036329501409955e-06
933.3653401653615,2858.3803873597735,0.019803688090737438,6.07401504665187e-06
945.4135329364456,2879.196471448669,0.01951791296013964,6.1156557457908065e-06
957.4617257075299,2900.012555537566,0.01925618875976754,6.160951574638351e-06
969.5099184786147,2920.828639626461,0.019017608693299236,6.209543197496345e-06
981.5581112496989,2941.644723715357,0.01880186890943484,6.261848924783446e-06
993.6063040207832,2962.460807804254,0.01860698886635493,6.31602591236077e-06
1005.6544967918677,2983.2768918931497,0.018432292306708196,6.372463466765352e-06
1017.7026895629515,3004.092975982046,0.0182765689889725,6.430760742609567e-06
1029.7508823340363,3024.909060070941,0.018138958687811086,6.491010746845302e-06
1041.799075105121,3045.725144159838,0.01801745007270951,6.552062627269662e-06
1053.8472678762048,3066.541228248733,0.017911027760904717,6.614019135651139e-06
1065.8954606472892,3087.3573123376295,0.01781828984824734,6.676592436159309e-06
1077.9436534183735,3108.1733964265263,0.01773788270640083,6.739567113544816e-06
1089.991846189458,3128.989480515421,0.01766890690233843,6.803216368048196e-06
1102.0400389605425,3149.8055646043176,0.017609610582012252,6.866976833743257e-06
1114.0882317316268,3170.6216486932135,0.01755798215670586,6.930219829972657e-06
1126.1364245027107,3191.4377327821094,0.017513993991308294,6.993911953258905e-06
1138.1846172737953,3212.253816871006,0.017475095940924692,7.057012310710659e-06
1150.2328100448797,3233.0699009599016,0.017440750160714766,7.120067022827038e-06
1162.2810028159638,3253.8859850487975,0.01741060099286053,7.1837521689956185e-06
1174.3291955870484,3274.7020691376933,0.01738144450748582,7.246460418539244e-06
1186.3773883581327,3295.51815322659,0.01735452195344343,7.309996302849685e-06
1198.4255811292169,3316.3342373154865,0.017328982752163925,7.374567638605229e-06
1210.4737739003012,3337.1503214043814,0.017303380130830485,7.439693691751059e-06
1222.5219666713858,3357.966405493278,0.01727633504826404,7.5049333622283444e-06
1234.5701594424695,3378.782489582173,0.017248846438886987,7.571609512131075e-06
1246.6183522135543,3399.59857367107,0.017218144950772094,7.637911072374373e-06
1258.6665449846391,3420.4146577599663,0.017186229616534328,7.705786135918334e-06
1270.7147377557228,3441.2307418488613,0.017152898456913993,7.775263467400819e-06
1282.7629305268072,3462.046825937758,0.017117257492115394,7.845660896904132e-06
1294.8111232978918,3482.862910026654,0.017078495629660625,7.916174946297615e-06
1306.859316068976,3503.67899411555,0.01703818257834135,7.987993445452152e-06
1318.9075088400605,3524.495078204446,0.016995081475266557,8.059590884843752e-06
1330.9557016111448,3545.311162293342,0.016950091742957283,8.131286360092281e-06
1343.003894382229,3566.127246382238,0.016904259403844782,8.203514735118394e-06
1355.052087153313,3586.943330471134,0.01685598453940068,8.273756811488516e-06
1367.1002799243981,3607.7594145600306,0.01680770814255012,8.343742987419203e-06
1379.1484726954818,3628.575498648926,0.016759867815920447,8.413053261879647e-06
1391.1966654665664,3649.391582737822,0.016712907813109284,8.481256076009898e-06
1403.2448582376512,3670.2076668267177,0.0166652368602484,8.54484568644073e-06
1415.293051008735,3691.0237509156136,0.016620184800688276,8.607138124887839e-06
1427.3412437798197,3711.8398350045104,0.016576835217615556,8.665374283121383e-06
