X,Y,ux_mean,uy_mean,uz_mean,ux_var,uy_var,uz_var
-4507.7046792391075,-1410.1698546867995,-0.07869404804591973,-0.0038176747568362535,-0.05778217271871905,9.162043903254008e-05,0.0013692071614534243,8.602129258969849e-05
-4297.761074972278,-1410.1698546867995,-0.08252073591365261,0.018475050038250562,-0.06200010656011659,6.384164406162546e-05,0.0007475457611822792,5.2748787967351555e-05
-4087.817470705448,-1410.1698546867995,-0.0859120023694433,0.04690291846821315,-0.0654512258254707,4.748371857992567e-05,0.0004387900865708144,3.693665919137358e-05
-3877.873866438619,-1410.1698546867995,-0.08877585624055229,0.07647695527363413,-0.06835751389372996,3.834154803762646e-05,0.0003027529923046897,2.88107541942344e-05
-3667.93026217179,-1410.1698546867995,-0.09102847001784298,0.10166259253167426,-0.0708497917663593,3.352816564647365e-05,0.00024959213545585474,2.4949226033368476e-05
-3457.986657904961,-1410.1698546867995,-0.09259726881426267,0.11805167793380766,-0.07295840864994368,3.115480473697002e-05,0.00023706095540403094,2.3845175571859337e-05
-3248.0430536381314,-1410.1698546867995,-0.09342379346599117,0.1236451808463559,-0.07469233148530627,3.0049373661765466e-05,0.00025529899012528487,2.4904537503642795e-05
-3038.099449371302,-1410.1698546867995,-0.09346622250344971,0.11925385269134703,-0.07612832174504894,2.9527461924139242e-05,0.00030441968180040455,2.7952163480095922e-05
-2828.155845104473,-1410.1698546867995,-0.09270144797714464,0.10792043309929478,-0.07740758801799283,2.9219279472601778e-05,0.00037378261320272776,3.195720617257271e-05
-2618.212240837644,-1410.1698546867995,-0.09112661522862464,0.09369269901491195,-0.07858996173479468,2.8947794652983694e-05,0.00043731349605553166,3.4968997524614364e-05
-2408.2686365708146,-1410.1698546867995,-0.08876005598947723,0.08031056309396167,-0.07942683676507947,2.8648327005588448e-05,0.0004689164379959483,3.5665464971468275e-05
-2198.3250323039847,-1410.1698546867995,-0.08564156678622703,0.07030824866968377,-0.07921583403407706,2.8318044189179492e-05,0.0004620727001818231,3.452002122875629e-05
-1988.3814280371557,-1410.1698546867995,-0.08183200946603236,0.06474370416959141,-0.07690966996470705,2.7984769432873313e-05,0.0004329378786694024,3.316858257778493e-05
-1778.4378237703265,-1410.1698546867995,-0.07741223656465365,0.06344082844024834,-0.07153007233154052,2.768716035533858e-05,0.0004046140818956996,3.2742522068944816e-05
-1568.4942195034969,-1410.1698546867995,-0.07248136999456069,0.06544870224465438,-0.06273428139055565,2.7461673229110806e-05,0.00038963008311191163,3.313621654965431e-05
-1358.550615236668,-1410.1698546867995,-0.06715448594340048,0.06945212971006909,-0.051223656911491056,2.733469189501736e-05,0.00038571588567968065,3.3826329933370376e-05
-1148.6070109698383,-1410.1698546867995,-0.06155978083726216,0.07403461275635537,-0.03869934956847659,2.731996770136136e-05,0.0003835617623213043,3.456838638027371e-05
-938.6634067030092,-1410.1698546867995,-0.05583531178806633,0.07785253842405748,-0.027290139829669713,2.7421976315430974e-05,0.0003762895612806523,3.487128465690776e-05
-728.7198024361801,-1410.1698546867995,-0.050125419357637035,0.07981890731990793,-0.018691311272177324,2.7644592291528602e-05,0.00036411338069206045,3.374728205246492e-05
-518.7761981693507,-1410.1698546867995,-0.04457695021882069,0.07931374588777496,-0.013462811338973368,2.8002782052491404e-05,0.0003530907959418475,3.08240056134724e-05
-308.8325939025216,-1410.1698546867995,-0.039335402112209206,0.07632776992481738,-0.010885902477942327,2.8532952480724016e-05,0.0003495231571551821,2.7060002023923538e-05
