X,Y,lxs,lys,lzs,lxa,lya,lza
-4.507704679239107,-1.4101698546867996,-0.606462,-0.109577,0.787526,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-4.297761074972278,-1.4101698546867996,-0.606632,-0.10958,0.787395,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-4.087817470705448,-1.4101698546867996,-0.606822,-0.109551,0.787252,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-3.877873866438619,-1.4101698546867996,-0.606992,-0.109628,0.78711,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-3.66793026217179,-1.4101698546867996,-0.60718,-0.109635,0.786964,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-3.4579866579049607,-1.4101698546867996,-0.607376,-0.109607,0.786817,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-3.2480430536381313,-1.4101698546867996,-0.607537,-0.109683,0.786682,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-3.038099449371302,-1.4101698546867996,-0.607704,-0.109686,0.786553,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-2.828155845104473,-1.4101698546867996,-0.60787,-0.109689,0.786424,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-2.618212240837644,-1.4101698546867996,-0.608031,-0.109727,0.786294,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-2.4082686365708144,-1.4101698546867996,-0.608198,-0.109694,0.78617,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-2.198325032303985,-1.4101698546867996,-0.608354,-0.109732,0.786044,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-1.9883814280371555,-1.4101698546867996,-0.608535,-0.109738,0.785902,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-1.7784378237703264,-1.4101698546867996,-0.608713,-0.109779,0.785759,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-1.568494219503497,-1.4101698546867996,-0.60889,-0.109821,0.785616,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-1.358550615236668,-1.4101698546867996,-0.609087,-0.109756,0.785472,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-1.1486070109698385,-1.4101698546867996,-0.609243,-0.109831,0.785341,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-0.9386634067030091,-1.4101698546867996,-0.6094,-0.109869,0.785214,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-0.7287198024361801,-1.4101698546867996,-0.609578,-0.1098,0.785085,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-0.5187761981693506,-1.4101698546867996,-0.609732,-0.109875,0.784955,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-0.3088325939025216,-1.4101698546867996,-0.609902,-0.109878,0.784823,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
-0.09888898963569215,-1.4101698546867996,-0.610072,-0.109882,0.78469,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
0.1110546146311373,-1.4101698546867996,-0.61024,-0.109885,0.784559,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
0.32099821889796676,-1.4101698546867996,-0.610414,-0.109889,0.784423,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
0.5309418231647962,-1.4101698546867996,-0.61058,-0.109929,0.784288,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
0.7408854274316248,-1.4101698546867996,-0.610754,-0.109933,0.784152,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
0.9508290316984542,-1.4101698546867996,-0.610927,-0.109937,0.784016,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
1.1607726359652837,-1.4101698546867996,-0.611109,-0.10998,0.783868,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
1.3707162402321131,-1.4101698546867996,-0.611274,-0.110019,0.783735,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
1.5806598444989426,-1.4101698546867996,-0.611444,-0.110023,0.783601,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
1.7906034487657712,-1.4101698546867996,-0.611614,-0.10999,0.783474,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
2.0005470530326006,-1.4101698546867996,-0.611774,-0.110065,0.783338,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
2.21049065729943,-1.4101698546867996,-0.611956,-0.11007,0.783195,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
2.4204342615662595,-1.4101698546867996,-0.612125,-0.110074,0.783062,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
2.630377865833089,-1.4101698546867996,-0.612297,-0.110114,0.782922,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
2.8403214700999175,-1.4101698546867996,-0.612485,-0.110084,0.78278,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
3.050265074366747,-1.4101698546867996,-0.612659,-0.110125,0.782638,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
3.2602086786335764,-1.4101698546867996,-0.612823,-0.110164,0.782503,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
3.470152282900406,-1.4101698546867996,-0.612992,-0.110131,0.782376,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
3.6800958871672345,-1.4101698546867996,-0.613156,-0.11017,0.782242,-0.7589003052246562,-0.11010280211375503,0.7704798662775446
